label,filename0,filename1,percent,lines
98,A2016/Z1/Z4/student1581.c,A2016/Z1/Z4/student9388.c,98,47
98,A2016/Z1/Z3/student3978.c,A2016/Z1/Z3/student5829.c,98,58
98,A2016/Z1/Z4/student3900.c,A2016/Z1/Z4/student2117.c,98,46
98,A2016/Z1/Z4/student3258.c,A2016/Z1/Z4/student5488.c,98,60
98,A2016/Z1/Z3/student9945.c,A2016/Z1/Z3/student3678.c,98,55
98,A2016/Z1/Z3/student5904.c,A2016/Z1/Z3/student7774.c,98,112
98,A2016/Z1/Z3/student7956.c,A2016/Z1/Z3/student7090.c,98,62
98,A2016/Z1/Z3/student7823.c,A2016/Z1/Z3/student7457.c,98,54
98,A2016/Z1/Z3/student2267.c,A2016/Z1/Z3/student5403.c,98,72
97,A2016/Z1/Z3/student4824.c,A2016/Z1/Z3/student3610.c,97,90
97,A2016/Z1/Z1/student6617.c,A2016/Z1/Z1/student4934.c,97,152
97,A2016/Z1/Z4/student8357.c,A2016/Z1/Z4/student3610.c,97,46
97,A2016/Z1/Z4/student7495.c,A2016/Z1/Z4/student5741.c,97,50
97,A2016/Z1/Z3/student8004.c,A2016/Z1/Z3/student5468.c,97,62
97,A2016/Z1/Z4/student9758.c,A2016/Z1/Z4/student5863.c,97,30
97,A2016/Z1/Z3/student9524.c,A2016/Z1/Z3/student4644.c,97,103
97,A2016/Z1/Z4/student4934.c,A2016/Z1/Z4/student3610.c,97,46
97,A2016/Z1/Z4/student7495.c,A2016/Z1/Z4/student9095.c,97,50
97,A2016/Z1/Z4/student5741.c,A2016/Z1/Z4/student9095.c,97,49
97,A2016/Z1/Z4/student2160.c,A2016/Z1/Z4/student8189.c,97,37
97,A2016/Z1/Z4/student1482.c,A2016/Z1/Z4/student1915.c,97,20
97,A2016/Z1/Z4/student4934.c,A2016/Z1/Z4/student8357.c,97,33
97,A2016/Z1/Z4/student1915.c,A2016/Z1/Z4/student4959.c,97,20
97,A2016/Z1/Z4/student4934.c,A2016/Z1/Z4/student1483.c,97,34
97,A2016/Z1/Z2/student2437.c,A2016/Z1/Z2/student4640.c,97,20
97,A2016/Z1/Z4/student5529.c,A2016/Z1/Z4/student6571.c,97,23
97,A2016/Z1/Z4/student8004.c,A2016/Z1/Z4/student5468.c,97,24
97,A2016/Z1/Z4/student4824.c,A2016/Z1/Z4/student8357.c,97,46
97,A2016/Z1/Z4/student3872.c,A2016/Z1/Z4/student2371.c,97,17
97,A2016/Z1/Z2/student7443.c,A2016/Z1/Z2/student9160.c,97,22
97,A2016/Z1/Z2/student9160.c,A2016/Z1/Z2/student3421.c,97,25
97,A2016/Z1/Z2/student7443.c,A2016/Z1/Z2/student3421.c,97,25
97,A2016/Z1/Z2/student5529.c,A2016/Z1/Z2/student6571.c,97,19
97,A2016/Z1/Z2/student2351.c,A2016/Z1/Z2/student1477.c,97,17
97,A2016/Z1/Z2/student4273.c,A2016/Z1/Z2/student8357.c,97,13
97,A2016/Z1/Z4/student2477.c,A2016/Z1/Z4/student4850.c,97,27
97,A2016/Z1/Z4/student6042.c,A2016/Z1/Z4/student7080.c,97,24
97,A2016/Z1/Z4/student4824.c,A2016/Z1/Z4/student4934.c,97,46
97,A2016/Z1/Z4/student4824.c,A2016/Z1/Z4/student3610.c,97,46
97,A2016/Z1/Z4/student4082.c,A2016/Z1/Z4/student7597.c,97,35
97,A2016/Z1/Z4/student1483.c,A2016/Z1/Z4/student3610.c,97,46
97,A2016/Z1/Z4/student1483.c,A2016/Z1/Z4/student8357.c,97,34
97,A2016/Z1/Z4/student8393.c,A2016/Z1/Z4/student3288.c,97,22
97,A2016/Z1/Z4/student4824.c,A2016/Z1/Z4/student1483.c,97,46
96,A2016/Z1/Z2/student6874.c,A2016/Z1/Z2/student9864.c,96,20
96,A2016/Z1/Z3/student3560.c,A2016/Z1/Z3/student1326.c,96,67
96,A2016/Z1/Z1/student2717.c,A2016/Z1/Z1/student8043.c,96,150
96,A2016/Z1/Z4/student2117.c,A2016/Z1/Z4/student4526.c,96,43
96,A2016/Z1/Z4/student4639.c,A2016/Z1/Z4/student4416.c,96,22
96,A2016/Z1/Z4/student7013.c,A2016/Z1/Z4/student5222.c,96,16
96,A2016/Z1/Z4/student4903.c,A2016/Z1/Z4/student5713.c,96,15
96,A2016/Z1/Z4/student9318.c,A2016/Z1/Z4/student8665.c,96,21
96,A2016/Z1/Z4/student3900.c,A2016/Z1/Z4/student4526.c,96,43
96,A2016/Z1/Z4/student6613.c,A2016/Z1/Z4/student2437.c,96,22
96,A2016/Z1/Z4/student4456.c,A2016/Z1/Z4/student5789.c,96,18
96,A2016/Z1/Z4/student2267.c,A2016/Z1/Z4/student5403.c,96,29
96,A2016/Z1/Z4/student2111.c,A2016/Z1/Z4/student7165.c,96,33
96,A2016/Z1/Z4/student1422.c,A2016/Z1/Z4/student2335.c,96,38
96,A2016/Z1/Z4/student7823.c,A2016/Z1/Z4/student7457.c,96,35
96,A2016/Z1/Z4/student9945.c,A2016/Z1/Z4/student3678.c,96,24
96,A2016/Z1/Z4/student6122.c,A2016/Z1/Z4/student2126.c,96,19
96,A2016/Z1/Z2/student9945.c,A2016/Z1/Z2/student3678.c,96,29
96,A2016/Z1/Z3/student1278.c,A2016/Z1/Z3/student8796.c,96,57
96,A2016/Z1/Z4/student8560.c,A2016/Z1/Z4/student8085.c,96,23
96,A2016/Z1/Z4/student8363.c,A2016/Z1/Z4/student1938.c,96,19
96,A2016/Z1/Z4/student7232.c,A2016/Z1/Z4/student2086.c,96,12
95,A2016/Z1/Z4/student4124.c,A2016/Z1/Z4/student9538.c,95,26
95,A2016/Z1/Z4/student8133.c,A2016/Z1/Z4/student3415.c,95,15
95,A2016/Z1/Z4/student6874.c,A2016/Z1/Z4/student9864.c,95,16
95,A2016/Z1/Z4/student9972.c,A2016/Z1/Z4/student4124.c,95,26
95,A2016/Z1/Z4/student9972.c,A2016/Z1/Z4/student9538.c,95,25
95,A2016/Z1/Z2/student1581.c,A2016/Z1/Z2/student9388.c,95,16
95,A2016/Z1/Z3/student8029.c,A2016/Z1/Z3/student3715.c,95,36
95,A2016/Z1/Z2/student9758.c,A2016/Z1/Z2/student5863.c,95,17
95,A2016/Z1/Z3/student4639.c,A2016/Z1/Z3/student4416.c,95,65
95,A2016/Z1/Z3/student6874.c,A2016/Z1/Z3/student9864.c,95,25
95,A2016/Z1/Z4/student2567.c,A2016/Z1/Z4/student9897.c,95,33
95,A2016/Z1/Z4/student9524.c,A2016/Z1/Z4/student4644.c,95,29
95,A2016/Z1/Z4/student9315.c,A2016/Z1/Z4/student4766.c,95,29
95,A2016/Z1/Z4/student1237.c,A2016/Z1/Z4/student3759.c,95,36
95,A2016/Z1/Z4/student3424.c,A2016/Z1/Z4/student1845.c,95,28
94,A2016/Z1/Z2/student4659.c,A2016/Z1/Z2/student9476.c,94,18
94,A2016/Z1/Z2/student6042.c,A2016/Z1/Z2/student7080.c,94,15
94,A2016/Z1/Z2/student4237.c,A2016/Z1/Z2/student8797.c,94,11
94,A2016/Z1/Z4/student8419.c,A2016/Z1/Z4/student7673.c,94,19
94,A2016/Z1/Z2/student9569.c,A2016/Z1/Z2/student3515.c,94,21
94,A2016/Z1/Z2/student6720.c,A2016/Z1/Z2/student4628.c,94,12
94,A2016/Z1/Z2/student9923.c,A2016/Z1/Z2/student3165.c,94,20
94,A2016/Z1/Z3/student6824.c,A2016/Z1/Z3/student5899.c,94,105
94,A2016/Z1/Z2/student6776.c,A2016/Z1/Z2/student9207.c,94,20
94,A2016/Z1/Z2/student6877.c,A2016/Z1/Z2/student4273.c,94,13
94,A2016/Z1/Z2/student6877.c,A2016/Z1/Z2/student8357.c,94,13
93,A2016/Z1/Z3/student5355.c,A2016/Z1/Z3/student9524.c,93,88
93,A2016/Z1/Z2/student5284.c,A2016/Z1/Z2/student2956.c,93,15
93,A2016/Z1/Z2/student2956.c,A2016/Z1/Z2/student8419.c,93,17
93,A2016/Z1/Z2/student2956.c,A2016/Z1/Z2/student7673.c,93,17
93,A2016/Z1/Z3/student9949.c,A2016/Z1/Z3/student2939.c,93,36
93,A2016/Z1/Z3/student5355.c,A2016/Z1/Z3/student4644.c,93,88
93,A2016/Z1/Z4/student2953.c,A2016/Z1/Z4/student3171.c,93,65
93,A2016/Z1/Z4/student5744.c,A2016/Z1/Z4/student2675.c,93,53
93,A2016/Z1/Z3/student5573.c,A2016/Z1/Z3/student4420.c,93,85
93,A2016/Z1/Z3/student4456.c,A2016/Z1/Z3/student5789.c,93,63
93,A2016/Z1/Z2/student5284.c,A2016/Z1/Z2/student8288.c,93,23
93,A2016/Z1/Z3/student4226.c,A2016/Z1/Z3/student3350.c,93,50
93,A2016/Z1/Z2/student5284.c,A2016/Z1/Z2/student7673.c,93,17
93,A2016/Z1/Z2/student5284.c,A2016/Z1/Z2/student8419.c,93,17
93,A2016/Z1/Z3/student2965.c,A2016/Z1/Z3/student9949.c,93,44
93,A2016/Z1/Z2/student7956.c,A2016/Z1/Z2/student7090.c,93,14
93,A2016/Z1/Z4/student2900.c,A2016/Z1/Z4/student4036.c,93,24
93,A2016/Z1/Z4/student9175.c,A2016/Z1/Z4/student4495.c,93,28
93,A2016/Z1/Z4/student3701.c,A2016/Z1/Z4/student2486.c,93,20
93,A2016/Z1/Z2/student8288.c,A2016/Z1/Z2/student2956.c,93,23
93,A2016/Z1/Z3/student2965.c,A2016/Z1/Z3/student2939.c,93,44
93,A2016/Z1/Z2/student8419.c,A2016/Z1/Z2/student7673.c,93,17
93,A2016/Z1/Z2/student8288.c,A2016/Z1/Z2/student7673.c,93,23
93,A2016/Z1/Z2/student8288.c,A2016/Z1/Z2/student8419.c,93,23
92,A2016/Z1/Z2/student2645.c,A2016/Z1/Z2/student8576.c,92,17
92,A2016/Z1/Z3/student1188.c,A2016/Z1/Z3/student8199.c,92,86
92,A2016/Z1/Z2/student8532.c,A2016/Z1/Z2/student3186.c,92,19
92,A2016/Z1/Z4/student4280.c,A2016/Z1/Z4/student7697.c,92,28
92,A2016/Z1/Z2/student8363.c,A2016/Z1/Z2/student1938.c,92,10
92,A2016/Z1/Z3/student9318.c,A2016/Z1/Z3/student8665.c,92,40
92,A2016/Z1/Z2/student4903.c,A2016/Z1/Z2/student5713.c,92,13
92,A2016/Z1/Z1/student1494.c,A2016/Z1/Z1/student9438.c,92,168
92,A2016/Z1/Z2/student7125.c,A2016/Z1/Z2/student2254.c,92,16
92,A2016/Z1/Z4/student7956.c,A2016/Z1/Z4/student7090.c,92,21
91,A2016/Z1/Z2/student2574.c,A2016/Z1/Z2/student5304.c,91,15
91,A2016/Z1/Z3/student4575.c,A2016/Z1/Z3/student3350.c,91,51
91,A2016/Z1/Z2/student2567.c,A2016/Z1/Z2/student5304.c,91,21
91,A2016/Z1/Z2/student9897.c,A2016/Z1/Z2/student5304.c,91,21
91,A2016/Z1/Z2/student2567.c,A2016/Z1/Z2/student9897.c,91,21
91,A2016/Z1/Z2/student2574.c,A2016/Z1/Z2/student2567.c,91,21
91,A2016/Z1/Z2/student2574.c,A2016/Z1/Z2/student9897.c,91,21
91,A2016/Z1/Z4/student2645.c,A2016/Z1/Z4/student8576.c,91,26
91,A2016/Z1/Z3/student8540.c,A2016/Z1/Z3/student2939.c,91,37
91,A2016/Z1/Z3/student3567.c,A2016/Z1/Z3/student1453.c,91,60
91,A2016/Z1/Z3/student9949.c,A2016/Z1/Z3/student8540.c,91,37
91,A2016/Z1/Z3/student2965.c,A2016/Z1/Z3/student5170.c,91,45
91,A2016/Z1/Z3/student2965.c,A2016/Z1/Z3/student8540.c,91,45
91,A2016/Z1/Z3/student2160.c,A2016/Z1/Z3/student8189.c,91,42
91,A2016/Z1/Z3/student8133.c,A2016/Z1/Z3/student3415.c,91,51
91,A2016/Z1/Z3/student9949.c,A2016/Z1/Z3/student5170.c,91,37
91,A2016/Z1/Z3/student5170.c,A2016/Z1/Z3/student2939.c,91,37
90,A2016/Z1/Z3/student2925.c,A2016/Z1/Z3/student7704.c,90,58
90,A2016/Z1/Z3/student6122.c,A2016/Z1/Z3/student2126.c,90,43
90,A2016/Z1/Z2/student3872.c,A2016/Z1/Z2/student5226.c,90,18
90,A2016/Z1/Z2/student6547.c,A2016/Z1/Z2/student8317.c,90,17
90,A2016/Z1/Z3/student6534.c,A2016/Z1/Z3/student4059.c,90,58
90,A2016/Z1/Z3/student2585.c,A2016/Z1/Z3/student3671.c,90,41
90,A2016/Z1/Z3/student7735.c,A2016/Z1/Z3/student9498.c,90,51
90,A2016/Z1/Z3/student8598.c,A2016/Z1/Z3/student9498.c,90,51
90,A2016/Z1/Z3/student2925.c,A2016/Z1/Z3/student4059.c,90,55
90,A2016/Z1/Z3/student7735.c,A2016/Z1/Z3/student8598.c,90,51
90,A2016/Z1/Z3/student6617.c,A2016/Z1/Z3/student9498.c,90,52
90,A2016/Z1/Z3/student6617.c,A2016/Z1/Z3/student8598.c,90,52
90,A2016/Z1/Z3/student6617.c,A2016/Z1/Z3/student7735.c,90,52
90,A2016/Z1/Z4/student7496.c,A2016/Z1/Z4/student3331.c,90,45
90,A2016/Z1/Z3/student7496.c,A2016/Z1/Z3/student3331.c,90,55
90,A2016/Z1/Z4/student1278.c,A2016/Z1/Z4/student8796.c,90,45
90,A2016/Z1/Z3/student7704.c,A2016/Z1/Z3/student4059.c,90,58
90,A2016/Z1/Z4/student4804.c,A2016/Z1/Z4/student2508.c,90,36
90,A2016/Z1/Z3/student7704.c,A2016/Z1/Z3/student6534.c,90,58
90,A2016/Z1/Z3/student2925.c,A2016/Z1/Z3/student6534.c,90,58
90,A2016/Z1/Z3/student8796.c,A2016/Z1/Z3/student1483.c,90,70
90,A2016/Z1/Z3/student1278.c,A2016/Z1/Z3/student1483.c,90,70
90,A2016/Z1/Z4/student7735.c,A2016/Z1/Z4/student9498.c,90,45
90,A2016/Z1/Z3/student8363.c,A2016/Z1/Z3/student1938.c,90,22
90,A2016/Z1/Z4/student9498.c,A2016/Z1/Z4/student3331.c,90,45
90,A2016/Z1/Z4/student3872.c,A2016/Z1/Z4/student7080.c,90,18
90,A2016/Z1/Z4/student3872.c,A2016/Z1/Z4/student6042.c,90,18
90,A2016/Z1/Z3/student5512.c,A2016/Z1/Z3/student4852.c,90,48
90,A2016/Z1/Z3/student8580.c,A2016/Z1/Z3/student4852.c,90,47
90,A2016/Z1/Z3/student8580.c,A2016/Z1/Z3/student5512.c,90,48
90,A2016/Z1/Z4/student8598.c,A2016/Z1/Z4/student3331.c,90,45
90,A2016/Z1/Z4/student8598.c,A2016/Z1/Z4/student9498.c,90,45
90,A2016/Z1/Z4/student7735.c,A2016/Z1/Z4/student8598.c,90,45
90,A2016/Z1/Z3/student5170.c,A2016/Z1/Z3/student8540.c,90,33
90,A2016/Z1/Z4/student7735.c,A2016/Z1/Z4/student7496.c,90,45
90,A2016/Z1/Z4/student7735.c,A2016/Z1/Z4/student3331.c,90,45
90,A2016/Z1/Z4/student7496.c,A2016/Z1/Z4/student9498.c,90,45
90,A2016/Z1/Z4/student7496.c,A2016/Z1/Z4/student8598.c,90,45
89,A2016/Z1/Z2/student6973.c,A2016/Z1/Z2/student6029.c,89,16
89,A2016/Z1/Z3/student4237.c,A2016/Z1/Z3/student7911.c,89,46
89,A2016/Z1/Z3/student7911.c,A2016/Z1/Z3/student8797.c,89,46
89,A2016/Z1/Z3/student1422.c,A2016/Z1/Z3/student2335.c,89,50
89,A2016/Z1/Z3/student2900.c,A2016/Z1/Z3/student4036.c,89,58
89,A2016/Z1/Z3/student4237.c,A2016/Z1/Z3/student8797.c,89,46
89,A2016/Z1/Z3/student6410.c,A2016/Z1/Z3/student4814.c,89,50
89,A2016/Z1/Z4/student2821.c,A2016/Z1/Z4/student8295.c,89,36
89,A2016/Z1/Z3/student4280.c,A2016/Z1/Z3/student7697.c,89,61
89,A2016/Z1/Z3/student2645.c,A2016/Z1/Z3/student8576.c,89,68
89,A2016/Z1/Z4/student2821.c,A2016/Z1/Z4/student4155.c,89,26
89,A2016/Z1/Z3/student8846.c,A2016/Z1/Z3/student5636.c,89,49
89,A2016/Z1/Z4/student4155.c,A2016/Z1/Z4/student8295.c,89,36
89,A2016/Z1/Z3/student2567.c,A2016/Z1/Z3/student9897.c,89,55
88,A2016/Z1/Z4/student5805.c,A2016/Z1/Z4/student2086.c,88,21
88,A2016/Z1/Z4/student4100.c,A2016/Z1/Z4/student9113.c,88,24
88,A2016/Z1/Z3/student3301.c,A2016/Z1/Z3/student1976.c,88,47
88,A2016/Z1/Z4/student4100.c,A2016/Z1/Z4/student3856.c,88,21
88,A2016/Z1/Z4/student3841.c,A2016/Z1/Z4/student2371.c,88,26
88,A2016/Z1/Z4/student3872.c,A2016/Z1/Z4/student3841.c,88,26
88,A2016/Z1/Z3/student6720.c,A2016/Z1/Z3/student4628.c,88,59
88,A2016/Z1/Z4/student3856.c,A2016/Z1/Z4/student9113.c,88,24
88,A2016/Z1/Z4/student7232.c,A2016/Z1/Z4/student5805.c,88,21
87,A2016/Z1/Z3/student2477.c,A2016/Z1/Z3/student4850.c,87,48
87,A2016/Z1/Z3/student4780.c,A2016/Z1/Z3/student9624.c,87,53
87,A2016/Z1/Z3/student5529.c,A2016/Z1/Z3/student6571.c,87,73
86,A2016/Z1/Z3/student8089.c,A2016/Z1/Z3/student8774.c,86,57
86,A2016/Z1/Z2/student6054.c,A2016/Z1/Z2/student7341.c,86,12
86,A2016/Z1/Z4/student7119.c,A2016/Z1/Z4/student4128.c,86,26
86,A2016/Z1/Z4/student8532.c,A2016/Z1/Z4/student3186.c,86,21
86,A2016/Z1/Z3/student5744.c,A2016/Z1/Z3/student2675.c,86,49
86,A2016/Z1/Z3/student4824.c,A2016/Z1/Z3/student4934.c,86,85
86,A2016/Z1/Z3/student4934.c,A2016/Z1/Z3/student3610.c,86,85
86,A2016/Z1/Z2/student8560.c,A2016/Z1/Z2/student8085.c,86,11
86,A2016/Z1/Z2/student1422.c,A2016/Z1/Z2/student2335.c,86,12
86,A2016/Z1/Z2/student1422.c,A2016/Z1/Z2/student8665.c,86,12
86,A2016/Z1/Z2/student8665.c,A2016/Z1/Z2/student2335.c,86,12
86,A2016/Z1/Z3/student4575.c,A2016/Z1/Z3/student4226.c,86,45
86,A2016/Z1/Z3/student2472.c,A2016/Z1/Z3/student5649.c,86,43
86,A2016/Z1/Z4/student2142.c,A2016/Z1/Z4/student7123.c,86,18
86,A2016/Z1/Z4/student2142.c,A2016/Z1/Z4/student2498.c,86,18
86,A2016/Z1/Z4/student2498.c,A2016/Z1/Z4/student7123.c,86,18
86,A2016/Z1/Z3/student8089.c,A2016/Z1/Z3/student8753.c,86,57
85,A2016/Z1/Z3/student8089.c,A2016/Z1/Z3/student5581.c,85,43
85,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student5649.c,85,27
85,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student6410.c,85,27
85,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student9949.c,85,27
85,A2016/Z1/Z4/student9949.c,A2016/Z1/Z4/student2939.c,85,15
85,A2016/Z1/Z4/student9949.c,A2016/Z1/Z4/student4814.c,85,19
85,A2016/Z1/Z4/student9949.c,A2016/Z1/Z4/student5649.c,85,21
85,A2016/Z1/Z4/student9949.c,A2016/Z1/Z4/student6410.c,85,19
85,A2016/Z1/Z2/student2664.c,A2016/Z1/Z2/student5226.c,85,22
85,A2016/Z1/Z2/student2664.c,A2016/Z1/Z2/student3872.c,85,22
85,A2016/Z1/Z4/student9163.c,A2016/Z1/Z4/student7193.c,85,35
85,A2016/Z1/Z3/student5612.c,A2016/Z1/Z3/student8089.c,85,47
85,A2016/Z1/Z3/student6547.c,A2016/Z1/Z3/student8317.c,85,79
85,A2016/Z1/Z3/student5612.c,A2016/Z1/Z3/student5581.c,85,47
85,A2016/Z1/Z3/student9315.c,A2016/Z1/Z3/student4766.c,85,60
85,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student2939.c,85,27
85,A2016/Z1/Z2/student9624.c,A2016/Z1/Z2/student4150.c,85,11
85,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student4814.c,85,27
85,A2016/Z1/Z2/student4860.c,A2016/Z1/Z2/student9923.c,85,17
85,A2016/Z1/Z4/student6410.c,A2016/Z1/Z4/student5649.c,85,21
85,A2016/Z1/Z4/student6410.c,A2016/Z1/Z4/student4814.c,85,19
85,A2016/Z1/Z4/student6410.c,A2016/Z1/Z4/student2939.c,85,19
85,A2016/Z1/Z4/student6054.c,A2016/Z1/Z4/student7341.c,85,29
85,A2016/Z1/Z4/student4814.c,A2016/Z1/Z4/student5649.c,85,21
85,A2016/Z1/Z4/student2939.c,A2016/Z1/Z4/student5649.c,85,21
85,A2016/Z1/Z4/student3978.c,A2016/Z1/Z4/student5829.c,85,17
85,A2016/Z1/Z4/student4814.c,A2016/Z1/Z4/student2939.c,85,19
84,A2016/Z1/Z4/student8337.c,A2016/Z1/Z4/student4860.c,84,15
84,A2016/Z1/Z2/student5621.c,A2016/Z1/Z2/student7255.c,84,12
84,A2016/Z1/Z4/student6720.c,A2016/Z1/Z4/student4628.c,84,21
84,A2016/Z1/Z2/student7255.c,A2016/Z1/Z2/student2526.c,84,14
84,A2016/Z1/Z4/student2717.c,A2016/Z1/Z4/student8043.c,84,28
84,A2016/Z1/Z2/student5621.c,A2016/Z1/Z2/student2526.c,84,14
84,A2016/Z1/Z4/student1476.c,A2016/Z1/Z4/student5496.c,84,17
84,A2016/Z1/Z4/student9352.c,A2016/Z1/Z4/student4780.c,84,27
84,A2016/Z1/Z4/student8580.c,A2016/Z1/Z4/student5512.c,84,19
84,A2016/Z1/Z4/student8580.c,A2016/Z1/Z4/student4852.c,84,19
84,A2016/Z1/Z4/student9949.c,A2016/Z1/Z4/student4780.c,84,18
84,A2016/Z1/Z4/student4780.c,A2016/Z1/Z4/student2939.c,84,18
84,A2016/Z1/Z4/student4780.c,A2016/Z1/Z4/student5649.c,84,21
84,A2016/Z1/Z3/student8561.c,A2016/Z1/Z3/student8419.c,84,61
84,A2016/Z1/Z4/student4780.c,A2016/Z1/Z4/student4814.c,84,19
84,A2016/Z1/Z4/student8580.c,A2016/Z1/Z4/student2526.c,84,19
84,A2016/Z1/Z2/student9163.c,A2016/Z1/Z2/student7193.c,84,12
84,A2016/Z1/Z4/student2925.c,A2016/Z1/Z4/student5624.c,84,21
84,A2016/Z1/Z2/student1313.c,A2016/Z1/Z2/student1981.c,84,20
84,A2016/Z1/Z2/student1313.c,A2016/Z1/Z2/student4036.c,84,20
84,A2016/Z1/Z2/student1981.c,A2016/Z1/Z2/student4036.c,84,19
84,A2016/Z1/Z2/student2900.c,A2016/Z1/Z2/student1313.c,84,20
84,A2016/Z1/Z2/student2900.c,A2016/Z1/Z2/student1981.c,84,19
84,A2016/Z1/Z2/student2900.c,A2016/Z1/Z2/student4036.c,84,19
84,A2016/Z1/Z4/student8580.c,A2016/Z1/Z4/student3421.c,84,24
84,A2016/Z1/Z4/student4780.c,A2016/Z1/Z4/student6410.c,84,19
84,A2016/Z1/Z1/student5744.c,A2016/Z1/Z1/student2675.c,84,176
84,A2016/Z1/Z4/student2526.c,A2016/Z1/Z4/student3421.c,84,24
84,A2016/Z1/Z4/student5512.c,A2016/Z1/Z4/student2526.c,84,16
84,A2016/Z1/Z4/student5512.c,A2016/Z1/Z4/student3421.c,84,24
84,A2016/Z1/Z4/student5512.c,A2016/Z1/Z4/student4852.c,84,19
84,A2016/Z1/Z4/student5621.c,A2016/Z1/Z4/student8561.c,84,22
84,A2016/Z1/Z4/student3421.c,A2016/Z1/Z4/student4852.c,84,24
