label,student0,student1,filename0,filename1
1,student8796,student9498,A2016/Z1/Z1/student8796,A2016/Z1/Z1/student9498
1,student7888,student7704,A2016/Z1/Z1/student7888,A2016/Z1/Z1/student7704
1,student7704,student7888,A2016/Z1/Z1/student7704,A2016/Z1/Z1/student7888
1,student4959,student1482,A2016/Z1/Z1/student4959,A2016/Z1/Z1/student1482
1,student4959,student1915,A2016/Z1/Z1/student4959,A2016/Z1/Z1/student1915
1,student1482,student4959,A2016/Z1/Z1/student1482,A2016/Z1/Z1/student4959
1,student1482,student1915,A2016/Z1/Z1/student1482,A2016/Z1/Z1/student1915
1,student1915,student4959,A2016/Z1/Z1/student1915,A2016/Z1/Z1/student4959
1,student1915,student1482,A2016/Z1/Z1/student1915,A2016/Z1/Z1/student1482
1,student2939,student9949,A2016/Z1/Z1/student2939,A2016/Z1/Z1/student9949
1,student9949,student2939,A2016/Z1/Z1/student9949,A2016/Z1/Z1/student2939
1,student5512,student4852,A2016/Z1/Z1/student5512,A2016/Z1/Z1/student4852
1,student4852,student5512,A2016/Z1/Z1/student4852,A2016/Z1/Z1/student5512
1,student7495,student5741,A2016/Z1/Z1/student7495,A2016/Z1/Z1/student5741
1,student5741,student7495,A2016/Z1/Z1/student5741,A2016/Z1/Z1/student7495
1,student9160,student7443,A2016/Z1/Z1/student9160,A2016/Z1/Z1/student7443
1,student7443,student9160,A2016/Z1/Z1/student7443,A2016/Z1/Z1/student9160
1,student8357,student6877,A2016/Z1/Z1/student8357,A2016/Z1/Z1/student6877
1,student8357,student6776,A2016/Z1/Z1/student8357,A2016/Z1/Z1/student6776
1,student8357,student9805,A2016/Z1/Z1/student8357,A2016/Z1/Z1/student9805
1,student6877,student8357,A2016/Z1/Z1/student6877,A2016/Z1/Z1/student8357
1,student6877,student6776,A2016/Z1/Z1/student6877,A2016/Z1/Z1/student6776
1,student6877,student9805,A2016/Z1/Z1/student6877,A2016/Z1/Z1/student9805
1,student6776,student8357,A2016/Z1/Z1/student6776,A2016/Z1/Z1/student8357
1,student6776,student6877,A2016/Z1/Z1/student6776,A2016/Z1/Z1/student6877
1,student6776,student9805,A2016/Z1/Z1/student6776,A2016/Z1/Z1/student9805
1,student9805,student8357,A2016/Z1/Z1/student9805,A2016/Z1/Z1/student8357
1,student9805,student6877,A2016/Z1/Z1/student9805,A2016/Z1/Z1/student6877
1,student9805,student6776,A2016/Z1/Z1/student9805,A2016/Z1/Z1/student6776
1,student2086,student7173,A2016/Z1/Z1/student2086,A2016/Z1/Z1/student7173
1,student7173,student2086,A2016/Z1/Z1/student7173,A2016/Z1/Z1/student2086
1,student5789,student5673,A2016/Z1/Z1/student5789,A2016/Z1/Z1/student5673
1,student5673,student5789,A2016/Z1/Z1/student5673,A2016/Z1/Z1/student5789
1,student9358,student2953,A2016/Z1/Z1/student9358,A2016/Z1/Z1/student2953
1,student2953,student9358,A2016/Z1/Z1/student2953,A2016/Z1/Z1/student9358
1,student7386,student5378,A2016/Z1/Z2/student7386,A2016/Z1/Z2/student5378
1,student7386,student4124,A2016/Z1/Z2/student7386,A2016/Z1/Z2/student4124
1,student7386,student9538,A2016/Z1/Z2/student7386,A2016/Z1/Z2/student9538
1,student5378,student7386,A2016/Z1/Z2/student5378,A2016/Z1/Z2/student7386
1,student5378,student4124,A2016/Z1/Z2/student5378,A2016/Z1/Z2/student4124
1,student5378,student9538,A2016/Z1/Z2/student5378,A2016/Z1/Z2/student9538
1,student4124,student7386,A2016/Z1/Z2/student4124,A2016/Z1/Z2/student7386
1,student4124,student5378,A2016/Z1/Z2/student4124,A2016/Z1/Z2/student5378
1,student4124,student9538,A2016/Z1/Z2/student4124,A2016/Z1/Z2/student9538
1,student9538,student7386,A2016/Z1/Z2/student9538,A2016/Z1/Z2/student7386
1,student9538,student5378,A2016/Z1/Z2/student9538,A2016/Z1/Z2/student5378
1,student9538,student4124,A2016/Z1/Z2/student9538,A2016/Z1/Z2/student4124
1,student8598,student3331,A2016/Z1/Z2/student8598,A2016/Z1/Z2/student3331
1,student8598,student5573,A2016/Z1/Z2/student8598,A2016/Z1/Z2/student5573
1,student8598,student9498,A2016/Z1/Z2/student8598,A2016/Z1/Z2/student9498
1,student8598,student8796,A2016/Z1/Z2/student8598,A2016/Z1/Z2/student8796
1,student3331,student8598,A2016/Z1/Z2/student3331,A2016/Z1/Z2/student8598
1,student3331,student5573,A2016/Z1/Z2/student3331,A2016/Z1/Z2/student5573
1,student3331,student9498,A2016/Z1/Z2/student3331,A2016/Z1/Z2/student9498
1,student3331,student8796,A2016/Z1/Z2/student3331,A2016/Z1/Z2/student8796
1,student5573,student8598,A2016/Z1/Z2/student5573,A2016/Z1/Z2/student8598
1,student5573,student3331,A2016/Z1/Z2/student5573,A2016/Z1/Z2/student3331
1,student5573,student9498,A2016/Z1/Z2/student5573,A2016/Z1/Z2/student9498
1,student5573,student8796,A2016/Z1/Z2/student5573,A2016/Z1/Z2/student8796
1,student9498,student8598,A2016/Z1/Z2/student9498,A2016/Z1/Z2/student8598
1,student9498,student3331,A2016/Z1/Z2/student9498,A2016/Z1/Z2/student3331
1,student9498,student5573,A2016/Z1/Z2/student9498,A2016/Z1/Z2/student5573
1,student9498,student8796,A2016/Z1/Z2/student9498,A2016/Z1/Z2/student8796
1,student8796,student8598,A2016/Z1/Z2/student8796,A2016/Z1/Z2/student8598
1,student8796,student3331,A2016/Z1/Z2/student8796,A2016/Z1/Z2/student3331
1,student8796,student5573,A2016/Z1/Z2/student8796,A2016/Z1/Z2/student5573
1,student8796,student9498,A2016/Z1/Z2/student8796,A2016/Z1/Z2/student9498
1,student7888,student7704,A2016/Z1/Z2/student7888,A2016/Z1/Z2/student7704
1,student7888,student6534,A2016/Z1/Z2/student7888,A2016/Z1/Z2/student6534
1,student7888,student5381,A2016/Z1/Z2/student7888,A2016/Z1/Z2/student5381
1,student7704,student7888,A2016/Z1/Z2/student7704,A2016/Z1/Z2/student7888
1,student7704,student6534,A2016/Z1/Z2/student7704,A2016/Z1/Z2/student6534
1,student7704,student5381,A2016/Z1/Z2/student7704,A2016/Z1/Z2/student5381
1,student6534,student7888,A2016/Z1/Z2/student6534,A2016/Z1/Z2/student7888
1,student6534,student7704,A2016/Z1/Z2/student6534,A2016/Z1/Z2/student7704
1,student6534,student5381,A2016/Z1/Z2/student6534,A2016/Z1/Z2/student5381
1,student5381,student7888,A2016/Z1/Z2/student5381,A2016/Z1/Z2/student7888
1,student5381,student7704,A2016/Z1/Z2/student5381,A2016/Z1/Z2/student7704
1,student5381,student6534,A2016/Z1/Z2/student5381,A2016/Z1/Z2/student6534
1,student4959,student1482,A2016/Z1/Z2/student4959,A2016/Z1/Z2/student1482
1,student4959,student1915,A2016/Z1/Z2/student4959,A2016/Z1/Z2/student1915
1,student1482,student4959,A2016/Z1/Z2/student1482,A2016/Z1/Z2/student4959
1,student1482,student1915,A2016/Z1/Z2/student1482,A2016/Z1/Z2/student1915
1,student1915,student4959,A2016/Z1/Z2/student1915,A2016/Z1/Z2/student4959
1,student1915,student1482,A2016/Z1/Z2/student1915,A2016/Z1/Z2/student1482
1,student2939,student9949,A2016/Z1/Z2/student2939,A2016/Z1/Z2/student9949
1,student9949,student2939,A2016/Z1/Z2/student9949,A2016/Z1/Z2/student2939
1,student2821,student4155,A2016/Z1/Z2/student2821,A2016/Z1/Z2/student4155
1,student4155,student2821,A2016/Z1/Z2/student4155,A2016/Z1/Z2/student2821
1,student5512,student4852,A2016/Z1/Z2/student5512,A2016/Z1/Z2/student4852
1,student5512,student2155,A2016/Z1/Z2/student5512,A2016/Z1/Z2/student2155
1,student4852,student5512,A2016/Z1/Z2/student4852,A2016/Z1/Z2/student5512
1,student4852,student2155,A2016/Z1/Z2/student4852,A2016/Z1/Z2/student2155
1,student2155,student5512,A2016/Z1/Z2/student2155,A2016/Z1/Z2/student5512
1,student2155,student4852,A2016/Z1/Z2/student2155,A2016/Z1/Z2/student4852
1,student1326,student1624,A2016/Z1/Z2/student1326,A2016/Z1/Z2/student1624
1,student1624,student1326,A2016/Z1/Z2/student1624,A2016/Z1/Z2/student1326
1,student8187,student3631,A2016/Z1/Z2/student8187,A2016/Z1/Z2/student3631
1,student3631,student8187,A2016/Z1/Z2/student3631,A2016/Z1/Z2/student8187
1,student6054,student7341,A2016/Z1/Z2/student6054,A2016/Z1/Z2/student7341
1,student7341,student6054,A2016/Z1/Z2/student7341,A2016/Z1/Z2/student6054
1,student9160,student7443,A2016/Z1/Z2/student9160,A2016/Z1/Z2/student7443
1,student7443,student9160,A2016/Z1/Z2/student7443,A2016/Z1/Z2/student9160
1,student1120,student5226,A2016/Z1/Z2/student1120,A2016/Z1/Z2/student5226
1,student1120,student5741,A2016/Z1/Z2/student1120,A2016/Z1/Z2/student5741
1,student5226,student1120,A2016/Z1/Z2/student5226,A2016/Z1/Z2/student1120
1,student5226,student5741,A2016/Z1/Z2/student5226,A2016/Z1/Z2/student5741
1,student5741,student1120,A2016/Z1/Z2/student5741,A2016/Z1/Z2/student1120
1,student5741,student5226,A2016/Z1/Z2/student5741,A2016/Z1/Z2/student5226
1,student7386,student5378,A2016/Z1/Z3/student7386,A2016/Z1/Z3/student5378
1,student7386,student9538,A2016/Z1/Z3/student7386,A2016/Z1/Z3/student9538
1,student5378,student7386,A2016/Z1/Z3/student5378,A2016/Z1/Z3/student7386
1,student5378,student9538,A2016/Z1/Z3/student5378,A2016/Z1/Z3/student9538
1,student9538,student7386,A2016/Z1/Z3/student9538,A2016/Z1/Z3/student7386
1,student9538,student5378,A2016/Z1/Z3/student9538,A2016/Z1/Z3/student5378
1,student2821,student8295,A2016/Z1/Z3/student2821,A2016/Z1/Z3/student8295
1,student2821,student4155,A2016/Z1/Z3/student2821,A2016/Z1/Z3/student4155
1,student2821,student2197,A2016/Z1/Z3/student2821,A2016/Z1/Z3/student2197
1,student8295,student2821,A2016/Z1/Z3/student8295,A2016/Z1/Z3/student2821
1,student8295,student4155,A2016/Z1/Z3/student8295,A2016/Z1/Z3/student4155
1,student8295,student2197,A2016/Z1/Z3/student8295,A2016/Z1/Z3/student2197
1,student4155,student2821,A2016/Z1/Z3/student4155,A2016/Z1/Z3/student2821
1,student4155,student8295,A2016/Z1/Z3/student4155,A2016/Z1/Z3/student8295
1,student4155,student2197,A2016/Z1/Z3/student4155,A2016/Z1/Z3/student2197
1,student2197,student2821,A2016/Z1/Z3/student2197,A2016/Z1/Z3/student2821
1,student2197,student8295,A2016/Z1/Z3/student2197,A2016/Z1/Z3/student8295
1,student2197,student4155,A2016/Z1/Z3/student2197,A2016/Z1/Z3/student4155
1,student8598,student3331,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student3331
1,student8598,student5573,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student5573
1,student8598,student9498,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student9498
1,student8598,student4420,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student4420
1,student8598,student6617,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student6617
1,student8598,student8796,A2016/Z1/Z3/student8598,A2016/Z1/Z3/student8796
1,student3331,student8598,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student8598
1,student3331,student5573,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student5573
1,student3331,student9498,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student9498
1,student3331,student4420,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student4420
1,student3331,student6617,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student6617
1,student3331,student8796,A2016/Z1/Z3/student3331,A2016/Z1/Z3/student8796
1,student5573,student8598,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student8598
1,student5573,student3331,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student3331
1,student5573,student9498,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student9498
1,student5573,student4420,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student4420
1,student5573,student6617,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student6617
1,student5573,student8796,A2016/Z1/Z3/student5573,A2016/Z1/Z3/student8796
1,student9498,student8598,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student8598
1,student9498,student3331,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student3331
1,student9498,student5573,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student5573
1,student9498,student4420,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student4420
1,student9498,student6617,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student6617
1,student9498,student8796,A2016/Z1/Z3/student9498,A2016/Z1/Z3/student8796
1,student4420,student8598,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student8598
1,student4420,student3331,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student3331
1,student4420,student5573,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student5573
1,student4420,student9498,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student9498
1,student4420,student6617,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student6617
1,student4420,student8796,A2016/Z1/Z3/student4420,A2016/Z1/Z3/student8796
1,student6617,student8598,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student8598
1,student6617,student3331,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student3331
1,student6617,student5573,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student5573
1,student6617,student9498,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student9498
1,student6617,student4420,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student4420
1,student6617,student8796,A2016/Z1/Z3/student6617,A2016/Z1/Z3/student8796
1,student8796,student8598,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student8598
1,student8796,student3331,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student3331
1,student8796,student5573,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student5573
1,student8796,student9498,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student9498
1,student8796,student4420,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student4420
1,student8796,student6617,A2016/Z1/Z3/student8796,A2016/Z1/Z3/student6617
1,student4059,student7704,A2016/Z1/Z3/student4059,A2016/Z1/Z3/student7704
1,student4059,student6534,A2016/Z1/Z3/student4059,A2016/Z1/Z3/student6534
1,student4059,student4934,A2016/Z1/Z3/student4059,A2016/Z1/Z3/student4934
1,student4059,student2925,A2016/Z1/Z3/student4059,A2016/Z1/Z3/student2925
1,student4059,student4280,A2016/Z1/Z3/student4059,A2016/Z1/Z3/student4280
1,student7704,student4059,A2016/Z1/Z3/student7704,A2016/Z1/Z3/student4059
1,student7704,student6534,A2016/Z1/Z3/student7704,A2016/Z1/Z3/student6534
1,student7704,student4934,A2016/Z1/Z3/student7704,A2016/Z1/Z3/student4934
1,student7704,student2925,A2016/Z1/Z3/student7704,A2016/Z1/Z3/student2925
1,student7704,student4280,A2016/Z1/Z3/student7704,A2016/Z1/Z3/student4280
1,student6534,student4059,A2016/Z1/Z3/student6534,A2016/Z1/Z3/student4059
1,student6534,student7704,A2016/Z1/Z3/student6534,A2016/Z1/Z3/student7704
1,student6534,student4934,A2016/Z1/Z3/student6534,A2016/Z1/Z3/student4934
1,student6534,student2925,A2016/Z1/Z3/student6534,A2016/Z1/Z3/student2925
1,student6534,student4280,A2016/Z1/Z3/student6534,A2016/Z1/Z3/student4280
1,student4934,student4059,A2016/Z1/Z3/student4934,A2016/Z1/Z3/student4059
1,student4934,student7704,A2016/Z1/Z3/student4934,A2016/Z1/Z3/student7704
1,student4934,student6534,A2016/Z1/Z3/student4934,A2016/Z1/Z3/student6534
1,student4934,student2925,A2016/Z1/Z3/student4934,A2016/Z1/Z3/student2925
1,student4934,student4280,A2016/Z1/Z3/student4934,A2016/Z1/Z3/student4280
1,student2925,student4059,A2016/Z1/Z3/student2925,A2016/Z1/Z3/student4059
1,student2925,student7704,A2016/Z1/Z3/student2925,A2016/Z1/Z3/student7704
1,student2925,student6534,A2016/Z1/Z3/student2925,A2016/Z1/Z3/student6534
1,student2925,student4934,A2016/Z1/Z3/student2925,A2016/Z1/Z3/student4934
1,student2925,student4280,A2016/Z1/Z3/student2925,A2016/Z1/Z3/student4280
1,student4280,student4059,A2016/Z1/Z3/student4280,A2016/Z1/Z3/student4059
1,student4280,student7704,A2016/Z1/Z3/student4280,A2016/Z1/Z3/student7704
1,student4280,student6534,A2016/Z1/Z3/student4280,A2016/Z1/Z3/student6534
1,student4280,student4934,A2016/Z1/Z3/student4280,A2016/Z1/Z3/student4934
1,student4280,student2925,A2016/Z1/Z3/student4280,A2016/Z1/Z3/student2925
1,student4959,student1482,A2016/Z1/Z3/student4959,A2016/Z1/Z3/student1482
1,student4959,student1915,A2016/Z1/Z3/student4959,A2016/Z1/Z3/student1915
1,student1482,student4959,A2016/Z1/Z3/student1482,A2016/Z1/Z3/student4959
1,student1482,student1915,A2016/Z1/Z3/student1482,A2016/Z1/Z3/student1915
1,student1915,student4959,A2016/Z1/Z3/student1915,A2016/Z1/Z3/student4959
1,student1915,student1482,A2016/Z1/Z3/student1915,A2016/Z1/Z3/student1482
1,student2939,student9949,A2016/Z1/Z3/student2939,A2016/Z1/Z3/student9949
1,student9949,student2939,A2016/Z1/Z3/student9949,A2016/Z1/Z3/student2939
1,student5512,student4852,A2016/Z1/Z3/student5512,A2016/Z1/Z3/student4852
1,student4852,student5512,A2016/Z1/Z3/student4852,A2016/Z1/Z3/student5512
1,student1326,student3560,A2016/Z1/Z3/student1326,A2016/Z1/Z3/student3560
1,student3560,student1326,A2016/Z1/Z3/student3560,A2016/Z1/Z3/student1326
1,student4863,student5380,A2016/Z1/Z3/student4863,A2016/Z1/Z3/student5380
1,student5380,student4863,A2016/Z1/Z3/student5380,A2016/Z1/Z3/student4863
1,student9821,student8133,A2016/Z1/Z3/student9821,A2016/Z1/Z3/student8133
1,student8133,student9821,A2016/Z1/Z3/student8133,A2016/Z1/Z3/student9821
1,student3424,student3756,A2016/Z1/Z3/student3424,A2016/Z1/Z3/student3756
1,student3756,student3424,A2016/Z1/Z3/student3756,A2016/Z1/Z3/student3424
1,student7495,student5741,A2016/Z1/Z3/student7495,A2016/Z1/Z3/student5741
1,student5741,student7495,A2016/Z1/Z3/student5741,A2016/Z1/Z3/student7495
1,student1466,student1266,A2016/Z1/Z3/student1466,A2016/Z1/Z3/student1266
1,student1266,student1466,A2016/Z1/Z3/student1266,A2016/Z1/Z3/student1466
1,student6054,student7341,A2016/Z1/Z3/student6054,A2016/Z1/Z3/student7341
1,student7341,student6054,A2016/Z1/Z3/student7341,A2016/Z1/Z3/student6054
1,student9805,student8357,A2016/Z1/Z3/student9805,A2016/Z1/Z3/student8357
1,student9805,student6776,A2016/Z1/Z3/student9805,A2016/Z1/Z3/student6776
1,student8357,student9805,A2016/Z1/Z3/student8357,A2016/Z1/Z3/student9805
1,student8357,student6776,A2016/Z1/Z3/student8357,A2016/Z1/Z3/student6776
1,student6776,student9805,A2016/Z1/Z3/student6776,A2016/Z1/Z3/student9805
1,student6776,student8357,A2016/Z1/Z3/student6776,A2016/Z1/Z3/student8357
1,student5581,student8089,A2016/Z1/Z3/student5581,A2016/Z1/Z3/student8089
1,student8089,student5581,A2016/Z1/Z3/student8089,A2016/Z1/Z3/student5581
1,student3350,student4226,A2016/Z1/Z3/student3350,A2016/Z1/Z3/student4226
1,student3350,student4575,A2016/Z1/Z3/student3350,A2016/Z1/Z3/student4575
1,student4226,student3350,A2016/Z1/Z3/student4226,A2016/Z1/Z3/student3350
1,student4226,student4575,A2016/Z1/Z3/student4226,A2016/Z1/Z3/student4575
1,student4575,student3350,A2016/Z1/Z3/student4575,A2016/Z1/Z3/student3350
1,student4575,student4226,A2016/Z1/Z3/student4575,A2016/Z1/Z3/student4226
1,student2831,student4343,A2016/Z1/Z3/student2831,A2016/Z1/Z3/student4343
1,student4343,student2831,A2016/Z1/Z3/student4343,A2016/Z1/Z3/student2831
1,student3567,student1453,A2016/Z1/Z3/student3567,A2016/Z1/Z3/student1453
1,student1453,student3567,A2016/Z1/Z3/student1453,A2016/Z1/Z3/student3567
1,student5170,student8540,A2016/Z1/Z3/student5170,A2016/Z1/Z3/student8540
1,student8540,student5170,A2016/Z1/Z3/student8540,A2016/Z1/Z3/student5170
1,student2821,student8295,A2016/Z1/Z4/student2821,A2016/Z1/Z4/student8295
1,student2821,student4155,A2016/Z1/Z4/student2821,A2016/Z1/Z4/student4155
1,student8295,student2821,A2016/Z1/Z4/student8295,A2016/Z1/Z4/student2821
1,student8295,student4155,A2016/Z1/Z4/student8295,A2016/Z1/Z4/student4155
1,student4155,student2821,A2016/Z1/Z4/student4155,A2016/Z1/Z4/student2821
1,student4155,student8295,A2016/Z1/Z4/student4155,A2016/Z1/Z4/student8295
1,student8598,student3331,A2016/Z1/Z4/student8598,A2016/Z1/Z4/student3331
1,student8598,student9498,A2016/Z1/Z4/student8598,A2016/Z1/Z4/student9498
1,student3331,student8598,A2016/Z1/Z4/student3331,A2016/Z1/Z4/student8598
1,student3331,student9498,A2016/Z1/Z4/student3331,A2016/Z1/Z4/student9498
1,student9498,student8598,A2016/Z1/Z4/student9498,A2016/Z1/Z4/student8598
1,student9498,student3331,A2016/Z1/Z4/student9498,A2016/Z1/Z4/student3331
1,student7888,student7704,A2016/Z1/Z4/student7888,A2016/Z1/Z4/student7704
1,student7888,student6534,A2016/Z1/Z4/student7888,A2016/Z1/Z4/student6534
1,student7888,student6617,A2016/Z1/Z4/student7888,A2016/Z1/Z4/student6617
1,student7888,student2925,A2016/Z1/Z4/student7888,A2016/Z1/Z4/student2925
1,student7888,student5381,A2016/Z1/Z4/student7888,A2016/Z1/Z4/student5381
1,student7704,student7888,A2016/Z1/Z4/student7704,A2016/Z1/Z4/student7888
1,student7704,student6534,A2016/Z1/Z4/student7704,A2016/Z1/Z4/student6534
1,student7704,student6617,A2016/Z1/Z4/student7704,A2016/Z1/Z4/student6617
1,student7704,student2925,A2016/Z1/Z4/student7704,A2016/Z1/Z4/student2925
1,student7704,student5381,A2016/Z1/Z4/student7704,A2016/Z1/Z4/student5381
1,student6534,student7888,A2016/Z1/Z4/student6534,A2016/Z1/Z4/student7888
1,student6534,student7704,A2016/Z1/Z4/student6534,A2016/Z1/Z4/student7704
1,student6534,student6617,A2016/Z1/Z4/student6534,A2016/Z1/Z4/student6617
1,student6534,student2925,A2016/Z1/Z4/student6534,A2016/Z1/Z4/student2925
1,student6534,student5381,A2016/Z1/Z4/student6534,A2016/Z1/Z4/student5381
1,student6617,student7888,A2016/Z1/Z4/student6617,A2016/Z1/Z4/student7888
1,student6617,student7704,A2016/Z1/Z4/student6617,A2016/Z1/Z4/student7704
1,student6617,student6534,A2016/Z1/Z4/student6617,A2016/Z1/Z4/student6534
1,student6617,student2925,A2016/Z1/Z4/student6617,A2016/Z1/Z4/student2925
1,student6617,student5381,A2016/Z1/Z4/student6617,A2016/Z1/Z4/student5381
1,student2925,student7888,A2016/Z1/Z4/student2925,A2016/Z1/Z4/student7888
1,student2925,student7704,A2016/Z1/Z4/student2925,A2016/Z1/Z4/student7704
1,student2925,student6534,A2016/Z1/Z4/student2925,A2016/Z1/Z4/student6534
1,student2925,student6617,A2016/Z1/Z4/student2925,A2016/Z1/Z4/student6617
1,student2925,student5381,A2016/Z1/Z4/student2925,A2016/Z1/Z4/student5381
1,student5381,student7888,A2016/Z1/Z4/student5381,A2016/Z1/Z4/student7888
1,student5381,student7704,A2016/Z1/Z4/student5381,A2016/Z1/Z4/student7704
1,student5381,student6534,A2016/Z1/Z4/student5381,A2016/Z1/Z4/student6534
1,student5381,student6617,A2016/Z1/Z4/student5381,A2016/Z1/Z4/student6617
1,student5381,student2925,A2016/Z1/Z4/student5381,A2016/Z1/Z4/student2925
1,student4959,student1482,A2016/Z1/Z4/student4959,A2016/Z1/Z4/student1482
1,student4959,student1915,A2016/Z1/Z4/student4959,A2016/Z1/Z4/student1915
1,student1482,student4959,A2016/Z1/Z4/student1482,A2016/Z1/Z4/student4959
1,student1482,student1915,A2016/Z1/Z4/student1482,A2016/Z1/Z4/student1915
1,student1915,student4959,A2016/Z1/Z4/student1915,A2016/Z1/Z4/student4959
1,student1915,student1482,A2016/Z1/Z4/student1915,A2016/Z1/Z4/student1482
1,student2939,student9949,A2016/Z1/Z4/student2939,A2016/Z1/Z4/student9949
1,student2939,student5649,A2016/Z1/Z4/student2939,A2016/Z1/Z4/student5649
1,student9949,student2939,A2016/Z1/Z4/student9949,A2016/Z1/Z4/student2939
1,student9949,student5649,A2016/Z1/Z4/student9949,A2016/Z1/Z4/student5649
1,student5649,student2939,A2016/Z1/Z4/student5649,A2016/Z1/Z4/student2939
1,student5649,student9949,A2016/Z1/Z4/student5649,A2016/Z1/Z4/student9949
1,student4124,student9538,A2016/Z1/Z4/student4124,A2016/Z1/Z4/student9538
1,student9538,student4124,A2016/Z1/Z4/student9538,A2016/Z1/Z4/student4124
1,student5512,student4852,A2016/Z1/Z4/student5512,A2016/Z1/Z4/student4852
1,student4852,student5512,A2016/Z1/Z4/student4852,A2016/Z1/Z4/student5512
1,student1266,student9931,A2016/Z1/Z4/student1266,A2016/Z1/Z4/student9931
1,student9931,student1266,A2016/Z1/Z4/student9931,A2016/Z1/Z4/student1266
