label,filename0,filename1,percent,percent0,percent1,lines,plagiarized
99,A2016/Z3/Z1/student7735,A2016/Z3/Z1/student9498,99,99,99,32,0
99,A2016/Z1/Z3/student9463,A2016/Z1/Z3/student4389,99,99,99,55,0
99,A2016/Z1/Z3/student1581,A2016/Z1/Z3/student9388,99,99,99,54,0
99,A2016/Z1/Z3/student7948,A2016/Z1/Z3/student2247,99,99,99,52,0
99,A2016/Z1/Z3/student1482,A2016/Z1/Z3/student1915,99,99,99,75,1
99,A2016/Z1/Z3/student1482,A2016/Z1/Z3/student4959,99,99,99,75,1
99,A2016/Z1/Z3/student1915,A2016/Z1/Z3/student4959,99,99,99,75,1
99,A2016/Z1/Z3/student7125,A2016/Z1/Z3/student2254,99,99,99,102,0
99,A2016/Z1/Z3/student7013,A2016/Z1/Z3/student5222,99,99,99,94,0
99,A2016/Z1/Z3/student5529,A2016/Z1/Z3/student6571,99,99,99,77,0
99,A2016/Z3/Z1/student8004,A2016/Z3/Z1/student5468,99,99,99,46,0
99,A2016/Z3/Z1/student8819,A2016/Z3/Z1/student4888,99,99,99,67,0
99,A2016/Z3/Z1/student5621,A2016/Z3/Z1/student7255,99,99,99,50,0
99,A2016/Z1/Z3/student9315,A2016/Z1/Z3/student4766,99,99,99,63,0
99,A2016/Z1/Z3/student7386,A2016/Z1/Z3/student5378,99,97,99,41,1
99,A2016/Z1/Z3/student7386,A2016/Z1/Z3/student9538,99,97,99,41,1
99,A2016/Z1/Z3/student9524,A2016/Z1/Z3/student4644,99,99,99,104,0
99,A2016/Z3/Z1/student7232,A2016/Z3/Z1/student2086,99,99,99,46,0
99,A2016/Z1/Z3/student9972,A2016/Z1/Z3/student7386,99,99,97,41,0
99,A2016/Z1/Z3/student3900,A2016/Z1/Z3/student7802,99,99,99,56,0
99,A2016/Z3/Z1/student6882,A2016/Z3/Z1/student8035,99,99,99,41,0
99,A2016/Z1/Z3/student5378,A2016/Z1/Z3/student9538,99,99,99,41,1
99,A2016/Z3/Z1/student3301,A2016/Z3/Z1/student2526,99,99,99,57,0
99,A2016/Z1/Z3/student9972,A2016/Z1/Z3/student5378,99,99,99,41,0
99,A2016/Z2/Z2/student7735,A2016/Z2/Z2/student9498,99,99,99,62,0
99,A2016/Z1/Z3/student9972,A2016/Z1/Z3/student9538,99,99,99,41,0
99,A2016/Z1/Z3/student1476,A2016/Z1/Z3/student5496,99,99,99,63,0
99,A2016/Z3/Z1/student9318,A2016/Z3/Z1/student8665,99,99,99,35,0
99,A2016/Z1/Z3/student2717,A2016/Z1/Z3/student8043,99,99,99,65,0
99,A2016/Z1/Z3/student6999,A2016/Z1/Z3/student1476,99,98,99,64,0
99,A2016/Z1/Z3/student6999,A2016/Z1/Z3/student5496,99,98,99,64,0
99,A2016/Z3/Z1/student8580,A2016/Z3/Z1/student4852,99,99,99,42,0
99,A2016/Z1/Z3/student4639,A2016/Z1/Z3/student4416,99,99,99,67,0
99,A2016/Z1/Z3/student9758,A2016/Z1/Z3/student5863,99,99,99,74,0
99,A2016/Z4/Z2/student6410,A2016/Z4/Z2/student4814,99,99,99,57,0
99,A2016/Z1/Z3/student6594,A2016/Z1/Z3/student2335,99,99,98,55,0
99,A2016/Z1/Z3/student1422,A2016/Z1/Z3/student6594,99,98,99,55,0
99,A2016/Z1/Z3/student8133,A2016/Z1/Z3/student3415,99,99,99,55,0
99,A2016/Z1/Z1/student8393,A2016/Z1/Z1/student3288,99,99,99,120,0
99,A2016/Z4/Z4/student4415,A2016/Z4/Z4/student1639,99,95,99,295,1
99,A2016/Z1/Z1/student4082,A2016/Z1/Z1/student7597,99,99,99,136,0
99,A2016/Z4/Z4/student8794,A2016/Z4/Z4/student1639,99,95,99,295,0
99,A2016/Z4/Z4/student8794,A2016/Z4/Z4/student4415,99,99,99,304,0
99,A2016/Z4/Z4/student2652,A2016/Z4/Z4/student7421,99,99,99,197,0
99,A2016/Z4/Z4/student8846,A2016/Z4/Z4/student5636,99,99,99,308,0
99,A2016/Z4/Z4/student2967,A2016/Z4/Z4/student4296,99,99,99,299,0
99,A2016/Z1/Z1/student8846,A2016/Z1/Z1/student5636,99,99,99,160,0
99,A2016/Z1/Z1/student4237,A2016/Z1/Z1/student8797,99,99,99,83,0
99,A2016/Z4/Z3/student7755,A2016/Z4/Z3/student1943,99,99,99,51,0
99,A2016/Z4/Z3/student4237,A2016/Z4/Z3/student8797,99,99,99,59,0
99,A2016/Z3/Z3/student8004,A2016/Z3/Z3/student5468,99,99,99,61,0
99,A2016/Z3/Z3/student1422,A2016/Z3/Z3/student2335,99,99,99,79,0
99,A2016/Z4/Z3/student9463,A2016/Z4/Z3/student4389,99,99,99,69,0
99,A2016/Z4/Z3/student8780,A2016/Z4/Z3/student1738,99,99,99,59,0
99,A2016/Z4/Z3/student8085,A2016/Z4/Z3/student4526,99,99,99,98,0
99,A2016/Z4/Z3/student2160,A2016/Z4/Z3/student3841,99,99,99,99,0
99,A2016/Z4/Z3/student5904,A2016/Z4/Z3/student7774,99,99,99,88,0
99,A2016/Z4/Z3/student9318,A2016/Z4/Z3/student8665,99,99,99,63,0
99,A2016/Z4/Z3/student5263,A2016/Z4/Z3/student2652,99,99,99,73,0
99,A2016/Z4/Z4/student5581,A2016/Z4/Z4/student8317,99,99,99,278,0
99,A2016/Z4/Z4/student7125,A2016/Z4/Z4/student2254,99,99,99,253,0
99,A2016/Z4/Z4/student3517,A2016/Z4/Z4/student9391,99,99,99,182,1
99,A2016/Z4/Z4/student4082,A2016/Z4/Z4/student7597,99,99,99,136,0
99,A2016/Z4/Z4/student4639,A2016/Z4/Z4/student4416,99,99,99,104,0
99,A2016/Z4/Z4/student8187,A2016/Z4/Z4/student3631,99,99,99,98,0
99,A2016/Z4/Z4/student2755,A2016/Z4/Z4/student6419,99,99,99,91,0
99,A2016/Z1/Z1/student8363,A2016/Z1/Z1/student1938,99,99,99,66,0
99,A2016/Z4/Z4/student5904,A2016/Z4/Z4/student7774,99,99,99,196,0
99,A2016/Z4/Z4/student8532,A2016/Z4/Z4/student3186,99,99,99,130,0
99,A2016/Z4/Z4/student9318,A2016/Z4/Z4/student8665,99,99,99,105,0
99,A2016/Z4/Z4/student6547,A2016/Z4/Z4/student6723,99,99,99,154,0
99,A2016/Z4/Z4/student9972,A2016/Z4/Z4/student9538,99,99,99,122,0
99,A2016/Z4/Z4/student5744,A2016/Z4/Z4/student2675,99,99,99,159,0
99,A2016/Z4/Z4/student7823,A2016/Z4/Z4/student7457,99,99,99,199,0
99,A2016/Z4/Z4/student5284,A2016/Z4/Z4/student9188,99,99,99,168,1
99,A2016/Z4/Z4/student8363,A2016/Z4/Z4/student1938,99,99,99,126,0
99,A2016/Z4/Z4/student8085,A2016/Z4/Z4/student4526,99,99,99,149,0
99,A2016/Z1/Z3/student7232,A2016/Z1/Z3/student2086,99,99,99,89,0
99,A2016/Z4/Z4/student2142,A2016/Z4/Z4/student5961,99,99,99,117,0
99,A2016/Z4/Z4/student9315,A2016/Z4/Z4/student4766,99,99,99,193,0
99,A2016/Z4/Z4/student4804,A2016/Z4/Z4/student2508,99,99,99,180,0
99,A2016/Z3/Z3/student4682,A2016/Z3/Z3/student7173,99,99,99,65,0
99,A2016/Z4/Z4/student4237,A2016/Z4/Z4/student8797,99,99,99,157,0
99,A2016/Z3/Z3/student8794,A2016/Z3/Z3/student4415,99,99,99,91,0
99,A2016/Z4/Z3/student4804,A2016/Z4/Z3/student2508,99,99,99,98,0
99,A2016/Z4/Z3/student8363,A2016/Z4/Z3/student1938,99,99,99,69,0
99,A2016/Z1/Z3/student4804,A2016/Z1/Z3/student2508,99,99,99,62,0
99,A2016/Z4/Z3/student6877,A2016/Z4/Z3/student2553,99,99,99,94,1
99,A2016/Z1/Z3/student3560,A2016/Z1/Z3/student1326,99,95,99,68,1
99,A2016/Z4/Z3/student9972,A2016/Z4/Z3/student9538,99,99,99,80,0
99,A2016/Z4/Z3/student8532,A2016/Z4/Z3/student3186,99,99,99,125,0
99,A2016/Z4/Z3/student3517,A2016/Z4/Z3/student9391,99,99,99,105,1
99,A2016/Z4/Z3/student3900,A2016/Z4/Z3/student7802,99,99,99,149,0
99,A2016/Z4/Z3/student7125,A2016/Z4/Z3/student2254,99,99,99,125,0
99,A2016/Z4/Z3/student1192,A2016/Z4/Z3/student8357,99,99,99,137,0
99,A2016/Z4/Z3/student4473,A2016/Z4/Z3/student1453,99,99,99,145,0
99,A2016/Z4/Z2/student4639,A2016/Z4/Z2/student4416,99,99,99,62,0
99,A2016/Z4/Z3/student2111,A2016/Z4/Z3/student8540,99,99,99,89,0
99,A2016/Z4/Z2/student1192,A2016/Z4/Z2/student7085,99,99,99,85,0
99,A2016/Z1/Z3/student8846,A2016/Z1/Z3/student5636,99,99,99,54,0
99,A2016/Z1/Z3/student3258,A2016/Z1/Z3/student5488,99,99,99,43,0
99,A2016/Z4/Z2/student3133,A2016/Z4/Z2/student4824,99,99,99,63,0
99,A2016/Z4/Z2/student2463,A2016/Z4/Z2/student5222,99,99,99,69,0
99,A2016/Z4/Z2/student6720,A2016/Z4/Z2/student4628,99,99,99,97,0
99,A2016/Z1/Z3/student2900,A2016/Z1/Z3/student4036,99,99,99,63,0
99,A2016/Z4/Z2/student5744,A2016/Z4/Z2/student2675,99,99,99,86,0
99,A2016/Z4/Z2/student8518,A2016/Z4/Z2/student9821,99,99,99,83,0
99,A2016/Z1/Z3/student9175,A2016/Z1/Z3/student4495,99,99,99,70,0
99,A2016/Z4/Z3/student8794,A2016/Z4/Z3/student4415,99,99,99,118,0
99,A2016/Z1/Z3/student4237,A2016/Z1/Z3/student7911,99,99,99,48,0
99,A2016/Z4/Z3/student9315,A2016/Z4/Z3/student4766,99,99,99,116,0
99,A2016/Z1/Z3/student4237,A2016/Z1/Z3/student8797,99,99,99,48,0
99,A2016/Z1/Z3/student7911,A2016/Z1/Z3/student8797,99,99,99,48,0
99,A2016/Z4/Z3/student8264,A2016/Z4/Z3/student6029,99,99,99,75,0
99,A2016/Z4/Z3/student5744,A2016/Z4/Z3/student2675,99,99,99,75,0
99,A2016/Z4/Z3/student4639,A2016/Z4/Z3/student4416,99,99,99,87,0
99,A2016/Z4/Z3/student6547,A2016/Z4/Z3/student6723,99,99,99,81,0
99,A2016/Z1/Z3/student4082,A2016/Z1/Z3/student7597,99,99,99,65,0
99,A2016/Z4/Z3/student9175,A2016/Z4/Z3/student4495,99,99,99,94,0
99,A2016/Z4/Z3/student2464,A2016/Z4/Z3/student2676,99,99,99,108,0
99,A2016/Z4/Z3/student5957,A2016/Z4/Z3/student9998,99,99,99,85,0
99,A2016/Z4/Z3/student8794,A2016/Z4/Z3/student1639,99,99,80,118,0
99,A2016/Z4/Z3/student3116,A2016/Z4/Z3/student1616,99,99,99,110,1
99,A2016/Z4/Z3/student3116,A2016/Z4/Z3/student8631,99,99,99,110,1
99,A2016/Z4/Z3/student8631,A2016/Z4/Z3/student1616,99,99,99,110,1
99,A2016/Z4/Z3/student3301,A2016/Z4/Z3/student2526,99,99,99,91,0
99,A2016/Z4/Z3/student5581,A2016/Z4/Z3/student8317,99,99,99,140,0
99,A2016/Z4/Z3/student6410,A2016/Z4/Z3/student4814,99,99,99,69,0
99,A2016/Z4/Z3/student2142,A2016/Z4/Z3/student5961,99,99,99,81,0
99,A2016/Z4/Z3/student4082,A2016/Z4/Z3/student7597,99,99,99,109,0
99,A2016/Z4/Z3/student4415,A2016/Z4/Z3/student1639,99,99,80,118,1
99,A2016/Z1/Z3/student8864,A2016/Z1/Z3/student2547,99,99,99,68,0
99,A2016/Z2/Z2/student4824,A2016/Z2/Z2/student3610,99,99,99,74,0
99,A2016/Z2/Z2/student4639,A2016/Z2/Z2/student4416,99,99,99,52,0
99,A2016/Z2/Z4/student9315,A2016/Z2/Z4/student4766,99,99,99,55,0
99,A2016/Z2/Z4/student1915,A2016/Z2/Z4/student5603,99,99,99,56,0
99,A2016/Z4/Z1/student9315,A2016/Z4/Z1/student4766,99,99,99,190,0
99,A2016/Z4/Z1/student7125,A2016/Z4/Z1/student2254,99,99,99,176,0
99,A2016/Z4/Z1/student8264,A2016/Z4/Z1/student6029,99,99,99,112,0
99,A2016/Z2/Z4/student4639,A2016/Z2/Z4/student4416,99,99,99,47,0
99,A2016/Z4/Z1/student2967,A2016/Z4/Z1/student4296,99,99,99,159,0
99,A2016/Z4/Z1/student8004,A2016/Z4/Z1/student5468,99,99,99,125,0
99,A2016/Z4/Z1/student4804,A2016/Z4/Z1/student2508,99,99,99,190,0
99,A2016/Z2/Z4/student7125,A2016/Z2/Z4/student2254,99,99,99,45,0
99,A2016/Z4/Z1/student4415,A2016/Z4/Z1/student1639,99,99,91,221,1
99,A2016/Z4/Z1/student8794,A2016/Z4/Z1/student1639,99,99,91,221,0
99,A2016/Z2/Z4/student9163,A2016/Z2/Z4/student7193,99,99,99,66,0
99,A2016/Z4/Z1/student8794,A2016/Z4/Z1/student4415,99,99,99,231,0
99,A2016/Z2/Z4/student5529,A2016/Z2/Z4/student6571,99,99,99,50,0
99,A2016/Z2/Z4/student7823,A2016/Z2/Z4/student7457,99,99,99,68,0
99,A2016/Z2/Z4/student6497,A2016/Z2/Z4/student1424,99,99,99,70,0
99,A2016/Z2/Z4/student2111,A2016/Z2/Z4/student7165,99,99,99,138,0
99,A2016/Z4/Z1/student5957,A2016/Z4/Z1/student6550,99,99,99,154,0
99,A2016/Z4/Z1/student1547,A2016/Z4/Z1/student2749,99,99,99,139,1
99,A2016/Z4/Z1/student7119,A2016/Z4/Z1/student9673,99,99,99,189,0
99,A2016/Z3/Z3/student1375,A2016/Z3/Z3/student2142,99,99,99,77,0
99,A2016/Z2/Z4/student6874,A2016/Z2/Z4/student9864,99,99,99,37,0
99,A2016/Z2/Z4/student3900,A2016/Z2/Z4/student7802,99,99,99,33,0
99,A2016/Z4/Z1/student3301,A2016/Z4/Z1/student2526,99,99,99,166,0
99,A2016/Z2/Z4/student9318,A2016/Z2/Z4/student8665,99,99,99,38,0
99,A2016/Z4/Z1/student7457,A2016/Z4/Z1/student9175,99,99,99,123,0
99,A2016/Z3/Z3/student1375,A2016/Z3/Z3/student5961,99,99,99,77,1
99,A2016/Z4/Z1/student7823,A2016/Z4/Z1/student3756,99,99,99,121,0
99,A2016/Z2/Z4/student5904,A2016/Z2/Z4/student7774,99,99,99,61,0
99,A2016/Z4/Z1/student7823,A2016/Z4/Z1/student4420,99,99,99,121,0
99,A2016/Z4/Z1/student7823,A2016/Z4/Z1/student4495,99,99,99,123,0
99,A2016/Z4/Z1/student7823,A2016/Z4/Z1/student7457,99,99,99,121,0
99,A2016/Z4/Z1/student7823,A2016/Z4/Z1/student9175,99,99,99,123,0
99,A2016/Z4/Z1/student9175,A2016/Z4/Z1/student4495,99,99,99,123,0
99,A2016/Z4/Z1/student3900,A2016/Z4/Z1/student7802,99,99,99,196,0
99,A2016/Z2/Z4/student8363,A2016/Z2/Z4/student1938,99,99,99,55,0
99,A2016/Z2/Z4/student4804,A2016/Z2/Z4/student2508,99,99,99,60,0
99,A2016/Z4/Z1/student8774,A2016/Z4/Z1/student8753,99,99,99,124,0
99,A2016/Z2/Z4/student6547,A2016/Z2/Z4/student6723,99,99,99,42,0
99,A2016/Z4/Z1/student5581,A2016/Z4/Z1/student8317,99,99,99,186,0
99,A2016/Z2/Z4/student5355,A2016/Z2/Z4/student4644,99,99,99,47,1
99,A2016/Z2/Z4/student5355,A2016/Z2/Z4/student9524,99,99,99,47,0
99,A2016/Z2/Z4/student9524,A2016/Z2/Z4/student4644,99,99,99,47,0
99,A2016/Z4/Z1/student4237,A2016/Z4/Z1/student8797,99,99,99,127,0
99,A2016/Z2/Z4/student6824,A2016/Z2/Z4/student5899,99,99,99,82,0
99,A2016/Z1/Z4/student7125,A2016/Z1/Z4/student2254,99,99,99,1399,0
99,A2016/Z2/Z3/student9569,A2016/Z2/Z3/student3515,99,99,99,81,0
99,A2016/Z1/Z1/student9315,A2016/Z1/Z1/student4766,99,99,99,188,0
99,A2016/Z2/Z3/student9175,A2016/Z2/Z3/student2086,99,99,99,47,0
99,A2016/Z2/Z3/student3701,A2016/Z2/Z3/student2486,99,99,99,50,0
99,A2016/Z2/Z3/student9972,A2016/Z2/Z3/student9538,99,99,99,36,0
99,A2016/Z2/Z3/student2111,A2016/Z2/Z3/student7165,99,99,99,43,0
99,A2016/Z2/Z3/student3978,A2016/Z2/Z3/student5829,99,99,99,54,0
99,A2016/Z2/Z3/student8532,A2016/Z2/Z3/student3186,99,99,99,42,0
99,A2016/Z2/Z3/student9318,A2016/Z2/Z3/student8665,99,99,99,35,0
99,A2016/Z2/Z3/student6720,A2016/Z2/Z3/student4628,99,99,99,40,0
99,A2016/Z2/Z3/student2965,A2016/Z2/Z3/student6720,99,99,99,40,0
99,A2016/Z2/Z3/student2965,A2016/Z2/Z3/student4628,99,99,99,40,0
99,A2016/Z2/Z3/student8986,A2016/Z2/Z3/student1494,99,99,99,43,0
99,A2016/Z2/Z3/student1772,A2016/Z2/Z3/student6913,99,99,99,43,0
99,A2016/Z2/Z3/student2160,A2016/Z2/Z3/student8189,99,99,99,30,0
99,A2016/Z2/Z3/student2464,A2016/Z2/Z3/student2676,99,99,99,32,0
99,A2016/Z1/Z2/student5358,A2016/Z1/Z2/student2736,99,99,99,19,0
99,A2016/Z2/Z3/student7386,A2016/Z2/Z3/student7888,99,98,99,53,1
99,A2016/Z2/Z3/student6874,A2016/Z2/Z3/student9864,99,99,99,30,0
99,A2016/Z2/Z3/student7673,A2016/Z2/Z3/student9438,99,99,99,40,0
99,A2016/Z2/Z3/student6534,A2016/Z2/Z3/student4438,99,99,99,35,0
99,A2016/Z2/Z3/student5904,A2016/Z2/Z3/student7774,99,99,99,50,0
99,A2016/Z2/Z3/student2900,A2016/Z2/Z3/student4036,99,99,99,46,0
99,A2016/Z2/Z3/student8864,A2016/Z2/Z3/student2547,99,99,99,52,0
99,A2016/Z2/Z3/student7735,A2016/Z2/Z3/student9498,99,99,99,34,0
99,A2016/Z2/Z3/student9569,A2016/Z2/Z3/student1738,99,99,99,81,1
99,A2016/Z2/Z3/student3900,A2016/Z2/Z3/student7802,99,99,99,25,0
99,A2016/Z2/Z3/student3515,A2016/Z2/Z3/student1738,99,99,99,81,0
99,A2016/Z2/Z3/student4108,A2016/Z2/Z3/student7173,99,99,99,43,1
99,A2016/Z2/Z3/student1180,A2016/Z2/Z3/student4973,99,99,99,32,0
99,A2016/Z2/Z3/student7125,A2016/Z2/Z3/student2254,99,99,99,75,0
99,A2016/Z2/Z3/student7001,A2016/Z2/Z3/student8540,99,99,99,24,0
99,A2016/Z2/Z3/student8133,A2016/Z2/Z3/student1180,99,99,99,32,0
99,A2016/Z2/Z3/student8133,A2016/Z2/Z3/student4973,99,99,99,32,0
99,A2016/Z2/Z3/student8363,A2016/Z2/Z3/student1938,99,99,99,30,0
99,A2016/Z2/Z3/student1581,A2016/Z2/Z3/student9388,99,99,99,54,0
99,A2016/Z2/Z3/student3301,A2016/Z2/Z3/student1976,99,99,99,47,0
99,A2016/Z2/Z3/student4824,A2016/Z2/Z3/student3610,99,99,99,52,0
99,A2016/Z2/Z3/student3258,A2016/Z2/Z3/student5488,99,99,99,45,0
99,A2016/Z2/Z3/student4903,A2016/Z2/Z3/student5713,99,99,99,43,0
99,A2016/Z2/Z3/student6259,A2016/Z2/Z3/student6484,99,99,99,53,0
99,A2016/Z2/Z3/student3572,A2016/Z2/Z3/student4682,99,99,99,49,1
99,A2016/Z2/Z3/student9163,A2016/Z2/Z3/student7193,99,99,99,57,0
99,A2016/Z2/Z3/student5380,A2016/Z2/Z3/student6054,99,99,99,41,1
99,A2016/Z2/Z3/student6617,A2016/Z2/Z3/student8598,99,99,99,48,0
99,A2016/Z2/Z3/student6617,A2016/Z2/Z3/student5573,99,99,99,49,0
99,A2016/Z2/Z3/student5573,A2016/Z2/Z3/student8598,99,99,99,49,1
99,A2016/Z2/Z4/student8794,A2016/Z2/Z4/student4415,99,99,99,32,0
99,A2016/Z2/Z4/student3701,A2016/Z2/Z4/student2486,99,99,99,50,0
99,A2016/Z2/Z2/student6720,A2016/Z2/Z2/student4628,99,99,99,62,0
99,A2016/Z4/Z1/student7457,A2016/Z4/Z1/student4495,99,99,99,123,0
99,A2016/Z2/Z2/student6874,A2016/Z2/Z2/student9864,99,99,99,52,0
99,A2016/Z1/Z1/student7232,A2016/Z1/Z1/student2086,99,99,99,254,0
99,A2016/Z2/Z2/student1772,A2016/Z2/Z2/student6913,99,99,99,58,0
99,A2016/Z2/Z2/student5621,A2016/Z2/Z2/student7255,99,99,99,37,0
99,A2016/Z2/Z2/student4804,A2016/Z2/Z2/student2508,99,99,99,43,0
99,A2016/Z2/Z2/student4903,A2016/Z2/Z2/student5713,99,99,99,45,0
99,A2016/Z2/Z2/student3900,A2016/Z2/Z2/student7802,99,99,99,33,0
99,A2016/Z2/Z2/student4473,A2016/Z2/Z2/student6534,99,99,99,23,0
99,A2016/Z2/Z2/student9972,A2016/Z2/Z2/student9538,99,99,99,39,0
99,A2016/Z2/Z2/student9972,A2016/Z2/Z2/student8317,99,99,99,60,0
99,A2016/Z2/Z2/student9972,A2016/Z2/Z2/student5581,99,99,99,60,0
99,A2016/Z2/Z2/student8317,A2016/Z2/Z2/student9538,99,99,99,60,0
99,A2016/Z2/Z2/student5581,A2016/Z2/Z2/student9538,99,99,99,60,1
99,A2016/Z2/Z2/student5581,A2016/Z2/Z2/student8317,99,99,99,60,0
99,A2016/Z2/Z2/student9524,A2016/Z2/Z2/student4644,99,99,99,52,0
99,A2016/Z2/Z2/student4237,A2016/Z2/Z2/student8797,99,99,99,38,0
99,A2016/Z2/Z2/student2157,A2016/Z2/Z2/student6516,99,99,99,53,1
99,A2016/Z2/Z2/student8199,A2016/Z2/Z2/student4100,99,99,99,71,0
99,A2016/Z2/Z4/student8819,A2016/Z2/Z4/student4888,99,99,99,43,0
99,A2016/Z2/Z4/student8580,A2016/Z2/Z4/student4852,99,99,99,38,0
99,A2016/Z2/Z4/student1476,A2016/Z2/Z4/student5496,99,99,99,32,0
99,A2016/Z2/Z2/student4602,A2016/Z2/Z2/student4554,99,99,99,42,0
